Ob,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
49,DENIED,3/7/2017,3/7/2017,H-1B,9/1/2017,9/1/2020,"NOVUS PARTNERS, INC.",,200 PARK AVENUE,NEW YORK,NY,10166,UNITED STATES OF AMERICA,,2125863033,,Y,"DORNBAUM, NEIL",MILLBURN,NJ,ASSOCIATE (CLIENT SERVICES),13-2051,FINANCIAL ANALYSTS,5239,1,1,0,0,0,0,0,Y,65749,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,65749,0,Year,N,N,,,NA,NEW YORK,NEW YORK,NY,10166,
50,DENIED,12/29/2016,1/4/2017,H-1B,1/5/2017,1/5/2020,"SMART INFORMATION MANAGEMENT SYSTEMS, INC.",,103 MORGAN LANE,PLAINSBORO,NJ,8536,UNITED STATES OF AMERICA,,6099553025,,Y,"JAYASHANKAR, SRINIVAS",MINEOLA,NY,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,1,0,0,0,0,0,Y,55910,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,Y,Y,NA,PLAINSBORO,MIDDLESEX,NJ,8536,
51,DENIED,3/20/2017,8/23/2017,H-1B,9/14/2017,9/13/2020,"APPDYNAMICS, INC.",,"303 SECOND STREET, NORTH TOWER",SAN FRANCISCO,CA,94107,UNITED STATES OF AMERICA,,4154428426,,Y,"NGUYEN, LYNN",SAN FRANCISCO,CA,PRINCIPAL SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",511210,1,0,1,0,0,0,0,Y,136573,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,190000,0,Year,Y,N,Y,Y,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94107,
52,DENIED,3/9/2017,3/15/2017,H-1B,9/7/2017,9/6/2020,KELLTON TECH INC,,3 INDEPENDENCE WAY,PRINCETON,NJ,8540,UNITED STATES OF AMERICA,,7326402360,,N,",",,,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,1,0,0,0,0,0,Y,63357,Year,Level I,Other,2017,OFLC ONLINE DATA CENTER,70000,0,Year,Y,N,Y,Y,NA,PRINCETON,MERCER,NJ,8540,
53,DENIED,3/16/2017,3/17/2017,H-1B,9/11/2017,9/10/2020,"ESTETICA DESIGNS, INC.",,"950 COLWELL LANE, SUITE 103",CONSHOHOCKEN,PA,19428,UNITED STATES OF AMERICA,,8888999447,,Y,"SHIN, JOONG",ELKINS PARK,PA,INTERNATIONAL TRADE SPECIALIST,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,424990,4,1,0,0,0,0,0,Y,19.55,Hour,Level I,OES,2017,OFLC ONLINE DATA CENTER,19.75,0,Hour,N,N,,Y,NA,CONSHOHOCKEN,MONTGOMERY,PA,19428,
54,DENIED,9/14/2017,9/14/2017,H-1B,10/9/2017,10/8/2020,"LYFT, INC.",,185 BERRY STREET,SAN FRANCISCO,CA,94107,,,,,,",",,,SOFTWARE ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",541511,1,0,0,0,0,1,0,Y,135990,Year,,OES,2017,OFLC ONLINE DATA CENTER,185000,0,Year,N,N,,,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94107,
55,DENIED,1/24/2017,1/27/2017,H-1B,1/29/2017,1/28/2020,SLK AMERICA INC.,,525 VINE STREET SUITE 2300,CINCINNATI,OH,45202,UNITED STATES OF AMERICA,,5132830996,,Y,"FLEISCHER, NEIL",CINCINNATI,OH,DATA ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,0,0,0,0,0,1,Y,56285,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,65000,0,Year,Y,N,Y,Y,NA,PLYMOUTH,HENNEPIN,MN,55441,
56,DENIED,8/1/2017,8/3/2017,H-1B,8/20/2017,12/9/2018,"NAVISTAR, INC.",,2701 NAVISTAR DRIVE,LISLE,IL,60532,,,,,,",",,,ENGINEERING GROUP LEAD (EGL),17-2112,INDUSTRIAL ENGINEERS,336120,1,0,0,0,0,0,1,Y,94536,Hour,,OES,2017,OFLC ONLINE DATA CENTER,94537,137549.99,Year,N,N,,,NA,LISLE,DUPAGE,IL,60532,
57,DENIED,2/8/2014,12/23/2016,H-1B,8/1/2014,8/1/2017,PALANTIR TECHNOLOGIES INC.,,100 HAMILTON AVENUE,PALO ALTO,CA,94301,UNITED STATES OF AMERICA,,6508150154,,Y,"JEWELL, PHYLLIS",SAN FRANCISCO,CA,INFRASTRUCTURE QUALITY ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,80746,Year,Level I,OES,2013,OFLC - ONLINE DATA CENTER,81000,0,Year,N,N,,Y,NA,PALO ALTO,SANTA CLARA,CA,94301,
58,DENIED,2/15/2017,2/15/2017,H-1B,3/1/2017,2/28/2020,IT PEOPLE CORPORATION,,"ONE COPLEY PKWY, SUITE #216",MORRISVILLE,NC,27560,UNITED STATES OF AMERICA,,9198063535,,Y,"BASHYAM, MURALI",RALEIGH,NC,SENIOR PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,0,1,0,0,0,0,Y,97843,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,102000,0,Year,N,N,,Y,NA,RALEIGH,WAKE,NC,27604,
59,DENIED,3/15/2017,3/16/2017,H-1B,9/13/2017,9/13/2020,LAW OFFICE OF XUEJIE WONG PLLC,,"136-20 38TH AVENUE, SUITE 9I",FLUSHING,NY,11354,UNITED STATES OF AMERICA,,7184618461,,N,",",,,INTERPRETERS AND TRANSLATORS,27-3091,INTERPRETERS AND TRANSLATORS,54111,1,1,0,0,0,0,0,Y,21.24,Hour,Level II,Other,2016,OFLC ONLINE DATA CENTER,21.24,0,Hour,N,N,,,NA,FLUSHING,QUEENS,NY,11354,
60,DENIED,12/13/2016,12/13/2016,H-1B,1/15/2017,1/14/2020,UT SOUTHWESTERN MEDICAL CENTER,,5323 HARRY HINES BLVD.,DALLAS,TX,75390,UNITED STATES OF AMERICA,,2146480010,,N,",",,,INSTRUCTOR,25-1054,"PHYSICS TEACHERS, POSTSECONDARY",611310,1,1,0,0,0,1,0,Y,45920,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,,Y,NA,DALLAS,DALLAS,TX,75390,
61,DENIED,12/2/2016,7/20/2017,H-1B,12/12/2016,12/11/2019,"AMAZON WEB SERVICES, INC.",,2021 7TH AVENUE,SEATTLE,WA,98121,UNITED STATES OF AMERICA,,2062661000,,Y,"MICCICHE, KATHLEEN",BOSTON,MA,SUPPORT ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",454111,1,0,0,0,0,1,0,Y,90646,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,115000,0,Year,N,N,,,NA,HERNDON,FAIRFAX,VA,20170,
62,DENIED,2/16/2017,2/23/2017,H-1B,3/15/2017,3/14/2020,"TEKIZMA, INC.",,TYSONS POND II CENTER,VIENNA,VA,22182,UNITED STATES OF AMERICA,,8448354962,,Y,"MALIK, JITESH",NANUET,NY,SENIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,1,0,Y,65541,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,120000,0,Year,N,N,,,NA,EAST GREENBUSH,RENSSELAER,NY,12061,
63,DENIED,3/16/2017,3/20/2017,H-1B,9/15/2017,9/14/2020,"PQM, INC.",,7711 CENTER AVENUE,HUNTINGTON BEACH,CA,92647,UNITED STATES OF AMERICA,,7148484000,,Y,"KNAPP, MARK",GIBSONIA,PA,QUALITY ENGINEER,17-2112,INDUSTRIAL ENGINEERS,541330,1,1,0,0,0,0,0,Y,78652,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,78562,0,Year,N,N,,Y,NA,HUNTINGTON BEACH,ORANGE,CA,92647,
64,DENIED,7/25/2017,7/27/2017,H-1B,7/25/2017,7/25/2020,"PALVAI GLOBAL SERVICES, INC.",,15 CORPORATE PLACE SOUTH,PISCATAWAY,NJ,8854,,,,,,",",,,BUSINESS SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,0,0,0,0,1,Y,96720,Year,,Other,2017,OFLC ONLINE DATA CENTER,96720,0,Year,Y,N,Y,,NA,SANTA CLARA,SANTA CLARA,CA,95050,
65,DENIED,3/25/2017,3/25/2017,H-1B,9/4/2017,9/3/2020,BTREE SOLUTIONS INC,,570 HERNDON PARKWAY,HERNDON,VA,20170,UNITED STATES OF AMERICA,,7039967999,208,N,",",,,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,54151,1,1,0,0,0,0,0,Y,63315,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,Y,Y,NA,HERNDON,FAIRFAX,VA,20170,
66,DENIED,3/14/2017,3/17/2017,H-1B,3/14/2017,3/13/2020,INVENSYS INC,,28345 BECK ROAD,WIXOM,MI,48393,UNITED STATES OF AMERICA,,2488880690,,N,",",,,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,1,0,0,0,1,Y,30.37,Hour,Level I,Other,2017,OFLC ONLINE DATA CENTER,30.37,0,Hour,Y,N,Y,Y,NA,ROCKLIN,PLACER,CA,95765,
67,DENIED,6/8/2017,6/12/2017,H-1B,12/8/2017,12/7/2020,INTUIT INC.,,2600 CASEY AVENUE,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6509446000,,Y,"MAHZOON, NASSIM",SAN FRANCISCO,CA,SENIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,0,1,0,0,0,0,Y,135898,Year,,OES,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,135898,190000,Year,N,N,,,NA,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
68,DENIED,6/6/2017,6/7/2017,H-1B,6/6/2017,6/5/2020,NITEOSOFT INC,COMPWORLDWIDE,666 PLAINSBORO ROAD,PLAINSBORO,NJ,8536,UNITED STATES OF AMERICA,,6092970517,,Y,"SEADIE, KESHAB",NEW YORK,NY,BUSINESS SYSTEM ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,0,0,0,0,0,1,Y,69805,Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,70221,0,Year,Y,N,Y,Y,NA,WILMINGTON,NEW CASTLE,DE,19801,
69,DENIED,4/13/2017,4/13/2017,H-1B,4/17/2017,4/16/2020,PROPELSYS TECHNOLOGIES LLC,,4975 PRESTON PARK BLVD,PLANO,TX,75093,UNITED STATES OF AMERICA,,9723797181,114,N,",",,,SYSTEMS ENGINEER,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,0,0,0,0,1,Y,65208,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,78957,0,Year,Y,N,Y,,NA,PITTSBURGH,ALLEGHENY,PA,15222,
70,DENIED,9/14/2017,9/14/2017,H-1B,10/1/2017,9/30/2020,"TRAFFIC TECHNOLOGY SERVICES, INC.",,"17933 NW EVERGREEN BLVD, SUITE 240",BEAVERTON,OR,97006,,,,,,",",,,PRODUCTION SIGNAL SPECIALIST,17-3022,CIVIL ENGINEERING TECHNICIANS,5191,1,0,0,0,0,1,0,Y,49546,Year,,OES,2017,OFLC ONLINE DATA CENTER,55000,0,Year,N,N,,Y,NA,BEAVERTON,WASHINGTON,OR,97006,
71,DENIED,7/10/2017,7/11/2017,H-1B,9/1/2017,9/1/2020,GENERAL COUNCIL OF THE ASSEMBLIES OF GOD,,13030 31ST AVENUE,FLUSHING,NY,11354,,,,,,",",,,MUSIC PASTOR,27-2041,MUSIC DIRECTORS AND COMPOSERS,813110,1,1,0,0,0,0,0,Y,21.92,Hour,,OES,2017,,22,0,Hour,N,N,,Y,NA,FLUSHING,NEW YORK,NY,11354,
72,DENIED,7/13/2017,7/14/2017,H-1B,9/16/2017,9/15/2020,"ASTOGRAPH, INC.",,517 ROUTE 1 S.,ISELIN,NJ,8830,,,,,,",",,,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,1,0,0,0,0,Y,75795,Year,,OES,2017,OFLC ONLINE DATA CENTER,77400,0,Year,Y,N,Y,Y,NA,LIVONIA,WAYNE,MI,48152,
73,DENIED,9/6/2017,9/6/2017,H-1B,12/14/2017,3/31/2019,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,,,,,,",",,,APPLICATION DEVELOPER,15-1131,COMPUTER PROGRAMMERS,54151,1,0,1,0,0,0,0,Y,68370,Year,,OES,2017,OFLC ONLINE DATA CENTER,73625,88490,Year,N,N,,N,NA,CARY,WAKE,NC,27513,
74,DENIED,5/3/2017,5/9/2017,H-1B,10/1/2017,9/30/2020,LARSEN & TOUBRO INFOTECH LIMITED,,"2035 LINCOLN HIGHWAY, EDISON SQUARE WEST",EDISON,NJ,8817,UNITED STATES OF AMERICA,,7322486147,,Y,"JETHMALANI, ANIL",NEW YORK,NY,COMPUTER SYSTEMS ENGINEER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541512,1,0,1,0,0,0,0,Y,53165,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,68280,0,Year,Y,N,Y,,NA,HOBOKEN,HUDSON,NJ,7030,
75,DENIED,9/27/2017,9/28/2017,H-1B,3/15/2018,3/14/2021,"ENTERPRISE IT RESOURCES, INC.",,50 CRAGWOOD ROAD,SOUTH PLAINFIELD,NJ,7080,,,,,,",",,,QUALITY ASSURANCE ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,1,0,0,0,0,Y,79352,Year,,OES,2017,OFLC ONLINE DATA CENTER,80000,0,Year,Y,N,Y,Y,NA,MALVERN,CHESTER,PA,19355,
76,DENIED,2/3/2017,2/7/2017,E-3 Australian,2/15/2017,2/15/2019,JMW CONSULTANTS INC.,,262 HARBOR DRIVE,STAMFORD,CT,6902,UNITED STATES OF AMERICA,,2033525024,,Y,"LESTELLE, KARIN",NEW YORK,NY,MANAGEMENT CONSULTANT,13-1111,MANAGEMENT ANALYSTS,54161,1,1,0,0,0,0,0,Y,86590,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,82826,110000,Year,,,,,NA,STAMFORD,FAIRFIELD,CT,6902,
77,DENIED,2/21/2017,2/22/2017,H-1B,8/21/2017,8/21/2020,"ADROIT ASSOCIATES, INC.",,100 WOOD AVENUE SOUTH,ISELIN,NJ,8830,UNITED STATES OF AMERICA,,7325160100,,Y,"LOWRY, SARA",WEST BLOOMFIELD,MI,SCRUM MASTER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,1,0,0,0,0,0,Y,64522,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,65000,0,Year,Y,N,Y,,NA,EDEN PRAIRIE,HENNEPIN,MN,55344,
78,DENIED,12/28/2016,12/29/2016,H-1B,6/29/2017,9/30/2019,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9192541582,,N,",",,,IT SPECIALIST,15-1131,COMPUTER PROGRAMMERS,54151,1,1,0,0,0,0,0,Y,74090,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,78506,0,Year,N,N,,,NA,RARITAN,SOMERSET,NJ,8869,
79,DENIED,3/13/2017,3/16/2017,H-1B,8/31/2017,8/31/2020,"THE INTERNATIONAL SCHOOL OF MINNESOTA, LLC",THE INTERNATIONAL SCHOOL OF MINNESOTA,6385 BEACH ROAD,EDEN PRAIRIE,MN,55344,UNITED STATES OF AMERICA,,9529181853,,Y,"EMRO, JONATHAN",EDEN PRAIRIE,MN,SCHOOL DIRECTOR,Nov-32,"EDUCATION ADMINISTRATORS, ELEMENTARY AND SECONDARY",611110,1,1,0,0,0,0,0,Y,106610,Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,115000,0,Year,N,N,,,NA,EDEN PRAIRIE,MN,MN,55344,
80,DENIED,11/4/2016,11/10/2016,H-1B,11/7/2016,11/6/2019,BRISTLECONE INC.,,10 ALMADEN BLVD,SAN JOSE,CA,95113,UNITED STATES OF AMERICA,,6503864000,,Y,"SCHAUFF, TRACY",TROY,MI,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYST,541511,15,5,0,0,0,5,5,Y,78333,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,109617,130000,Year,Y,N,Y,,NA,INDIANAPOLIS,MARION,IN,46268,
81,DENIED,2/8/2017,2/8/2017,H-1B,8/8/2017,8/7/2020,IBM CORPORATION,,3039 E CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9192544342,,N,",",,,SOFTWARE TEST ENGINEER,15-1131,COMPUTER PROGRAMMERS,54151,1,1,0,0,0,0,0,Y,86091,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,86091,114324,Year,N,N,,,NA,ROCHESTER,OLMSTEAD,MN,55902,
82,DENIED,10/18/2016,10/19/2016,H-1B,11/14/2016,3/13/2017,TECHLAND INC,,1435 NW 82ND AVE,DORAL,FL,33126,UNITED STATES OF AMERICA,,8883568151,,N,",",,,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,54151,1,0,0,0,0,1,0,Y,77979,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,75000,0,Year,Y,N,Y,,NA,BLOOMINGTON,MCLEAN,IL,61704,
83,DENIED,3/14/2017,3/20/2017,H-1B,4/30/2017,4/29/2020,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,,10901 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,UNITED STATES OF AMERICA,,8586463100,,N,",",,,RESEARCH SPECIALIST,19-4021,BIOLOGICAL TECHNICIANS,54171,1,0,1,0,0,0,0,Y,40518,Year,Level IV,OES,2016,,61547,0,Year,N,N,,,NA,ORLANDO,ORANGE,FL,32827,
84,DENIED,3/7/2017,3/9/2017,H-1B,9/1/2017,9/1/2020,SONY INTERACTIVE ENTERTAINMENT AMERICA LLC,,2207 BRIDGEPOINTE PARKWAY,SAN MATEO,CA,94404,UNITED STATES OF AMERICA,,2019306654,,Y,"LIBERMAN, RAQUEL",NEW YORK,NY,GAME DESIGNER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",511210,1,0,1,0,0,0,0,Y,65042,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,83200,0,Year,N,N,,Y,NA,SAN MATEO,SAN MATEO,CA,94404,
85,DENIED,3/21/2017,3/21/2017,H-1B,8/11/2017,8/10/2020,"LONE STAR AMERICAS ACQUISITIONS, LLC",,2711 N HASKELL AVE.,DALLAS,TX,75204,UNITED STATES OF AMERICA,,2147548307,,Y,"DUCKHAM, SARAH",WASHINGTON,DC,"PRESIDENT, LONE STAR GLOBAL ACQUISITIONS",Nov-31,FINANCIAL MANAGERS,525990,1,0,1,0,0,0,0,Y,231899,Year,Level IV,OES,2017,OFLC ONLINE DATA CENTER,240000,260000,Year,N,N,,,NA,NEW YORK,NEW YORK,TX,10019,
86,DENIED,9/18/2014,7/17/2017,H-1B,10/23/2014,10/22/2017,DEUTSCHE BANK SECURITIES INC.,,60 WALL STREET,NEW YORK,NY,10005,,,,,,",",,,ASSOCIATE,13-2099,"FINANCIAL SPECIALISTS, ALL OTHER",523110,1,0,1,0,0,0,0,Y,69139,Year,,OES,2014,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10005,
87,DENIED,10/18/2016,10/18/2016,H-1B,11/1/2016,10/31/2019,ARKANSAS HEALTH GROUP,,"11001 EXECUTIVE CENTER DRIVE, SUITE 200",LITTLE ROCK,AR,72211,UNITED STATES OF AMERICA,,5018127587,,Y,"BORKOWSKI, MISTY",LITTLE ROCK,AR,PHYSICIAN,29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",622110,1,0,0,0,1,0,0,Y,95.23,Hour,Level IV,Other,2016,OFLC ONLINE DATA CENTER,125,0,Hour,N,N,,,NA,CONWAY,ARKANSAS,AR,72032,
88,DENIED,2/27/2017,2/27/2017,H-1B,8/20/2017,8/20/2020,"MOVE, INC.",,30700 RUSSELL RANCH RD.,WESTLAKE VILLAGE,CA,91362,UNITED STATES OF AMERICA,,8055572064,,Y,"GOTCHER, JAMES",CALABASAS HILLS,CA,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",531390,1,1,0,0,0,0,0,Y,122533,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,140000,0,Year,N,N,,Y,NA,SANTA CLARA,SANTA CLARA,CA,95054,
89,DENIED,9/25/2014,10/17/2016,H-1B,10/1/2014,9/30/2017,IBM CORPORATION,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9192541054,,N,",",,,MANAGING CONSULTANT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541510,1,0,0,1,0,0,0,Y,77210,Year,Level II,OES,2014,OFLC ONLINE DATACENTER,103100.4,170000.4,Year,N,N,,,NA,PLAINSBORO TOWNSHIP,MIDDLESEX,NJ,8536,
90,DENIED,4/17/2017,4/21/2017,E-3 Australian,5/1/2017,4/30/2018,PASSENGER TICKETING LLC,,6 MICHIGAN AVE STE D,VALPARAISO,IN,46383,UNITED STATES OF AMERICA,,9167164919,,N,",",,,WELLNESS COORDINATOR,21-1094,COMMUNITY HEALTH WORKERS,5112,1,1,0,0,0,0,0,Y,15.73,Hour,Level II,OES,2016,OFLC ONLINE DATA CENTER,16,16,Hour,,,,,NA,VALPARAISO,PORTER,IN,41016,
91,DENIED,11/16/2016,11/17/2016,H-1B,3/25/2017,3/24/2020,YALE UNIVERSITY,,421 TEMPLE STREET,NEW HAVEN,CT,6511,UNITED STATES OF AMERICA,,2034322305,,N,",",,,MOLECULAR AND CELLULAR BIOLOGISTS,19-1029,"BIOLOGICAL SCIENTISTS, ALL OTHER",611310,1,0,0,1,0,0,0,Y,41829,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,52500,0,Year,N,N,,Y,NA,NEW HAVEN,NEW HAVEN,CT,6511,
92,DENIED,5/2/2017,5/2/2017,H-1B,5/11/2017,5/11/2018,PRESIDIO INDEPENDENT SCHOOL DISTRICT,,100 MARKET STREET,PRESIDIO,TX,79845,UNITED STATES OF AMERICA,,4322293275,,Y,"VANN, ELIZABETH",EL PASO,TX,SPECIAL EDUCATION ELEMENTARY TEACHER,25-2041,"SPECIAL EDUCATION TEACHERS, PRESCHOOL,",611110,1,0,1,0,0,0,0,Y,49757,Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,49757,53500,Year,N,N,,Y,NA,PRESIDIO,PRESIDIO,TX,79845,
93,DENIED,3/6/2017,3/8/2017,H-1B,3/6/2017,3/5/2020,MORGAN STANLEY SERVICES GROUP INC,,1585 BROADWAY,NEW YORK,NY,10036,UNITED STATES OF AMERICA,,2127619306,,Y,"MACILWAINE, KATHERINE",RALEIGH,NC,SENIOR MANAGER,13-2051,FINANCIAL ANALYSTS,523110,1,0,1,0,0,0,0,Y,95160,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,124400,0,Year,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10036,
94,DENIED,12/19/2016,12/22/2016,H-1B,2/16/2017,2/15/2020,"FISERV GLOBAL SERVICES, INC.",,"FISERV, INC., 255 FISERV DRIVE",BROOKFIELD,WI,53045,UNITED STATES OF AMERICA,,2628795000,,Y,"OLIVER, BRENDA",WASHINGTON,DC,"QUALITY ASSURANCE ANALYST, STAFF",15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",518210,1,0,1,0,0,0,0,Y,74173,Year,Level II,OES,2016,,74173,90583,Year,Y,N,Y,,NA,CHICAGO,COOK,IL,60604,
95,DENIED,2/22/2017,2/28/2017,H-1B,8/24/2017,8/24/2020,ENGINEERED ARRESTING SYSTEMS CORPORATION,ZODIAC ARRESTING SYSTEMS AMERICA,2550 MARKET STREET,ASTON,PA,19014,UNITED STATES OF AMERICA,,6104948000,,Y,"CASALE, LUCIA",WASHINGTON,DC,PROCESS IMPROVEMENT ENGINEER (ENTRY LEVEL),17-2199,"ENGINEERS, ALL OTHER",336413,1,1,0,0,0,0,0,Y,43368,Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,43367,65000,Year,N,N,,,NA,ASTON,DELAWARE,PA,19014,
96,DENIED,3/12/2017,3/12/2017,H-1B,3/12/2017,3/11/2020,GELS LOGISTICS INC.,,20275 BUSINESS PARKWAY,CITY OF INDUSTRY,CA,91789,UNITED STATES OF AMERICA,,6263380360,,Y,"WANG, ALAN",ARCADIA,CA,LOGISTICS ANALYST,13-1081,LOGISTICIANS,488510,1,1,0,0,0,0,0,N,27.74,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,27.74,0,Hour,N,N,,,NA,CITY OF INDUSTRY,LOS ANGELES,CA,91789,
97,DENIED,3/7/2017,3/13/2017,H-1B,9/1/2017,8/30/2020,RGN CONSULTING ENGINEERS,,"2151 S. HIGHWAY A1A ALT,",JUPITER,FL,33477,UNITED STATES OF AMERICA,561.743.0165,5617430165,,Y,"CARMEL, MARK",WEST PALM BEACH,FL,MECHANICAL ENGINEER  APPENTICE,17-2141,MECHANICAL ENGINEERS,237990,1,1,0,0,0,0,0,Y,15.97,Hour,Level I,OES,2017,OFLC ONLINE DATA CENTER,19,0,Hour,N,N,,Y,NA,JUPITER,PALM BEACH,FL,33477,
98,DENIED,3/16/2017,3/20/2017,H-1B,8/30/2017,8/29/2020,YBRANT TECHNOLOGIES LLC.,,300 N. POTTSTOWN PIKE,EXTON,PA,19341,UNITED STATES OF AMERICA,,7326662556,,N,",",,,PROGRAMMER ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,10,10,0,0,0,0,0,Y,62234,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,68000,0,Year,N,N,,Y,NA,EXTON,CHESTER,WA,19341,
