Ob,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
48,1/23/2017,1/24/2017,H-1B,1/30/2017,1/29/2020,"INTEL AMERICAS, INC.",,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4807154205,NA,Y,"SHERIDAN REGUERIN, SANDRA",SANTA CLARA,CA,MARKETING MANAGER,21-Nov,MARKETING MANAGERS,3344,1,0,0,0,0,0,1,Y,144140,Year,,Other,2016,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,117614,144140,Year,N,N,,,NA,FOLSOM,SACRAMENTO,CA,95630,
49,3/20/2017,3/23/2017,H-1B,8/27/2017,8/27/2020,"YAN WANG LAW GROUP, P.C.",,"299 BROADWAY, SUITE 1605",NEW YORK,NY,10007,UNITED STATES OF AMERICA,,2126251001,NA,N,",",,,PARALEGAL,23-2011,PARALEGALS AND LEGAL ASSISTANTS,5411,1,1,0,0,0,0,0,Y,39354,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,42000,0,Year,N,N,,Y,NA,NEW YORK,NY,NY,11220,
50,12/28/2016,1/4/2017,H-1B,1/1/2017,12/31/2019,DUKE UNIVERSITY AND MEDICAL CENTER,,DUKE VISA SERVICES,DURHAM,NC,27708,UNITED STATES OF AMERICA,,9196818472,NA,N,",",,,ASSOCIATE PROFESSOR OF THE PRACTICE,25-1121,"ART, DRAMA, AND MUSIC TEACHERS, POSTSECONDARY",611310,1,1,0,0,0,0,0,Y,69103,Year,Level II,OES,2016,,90000,0,Year,N,N,,Y,NA,DURHAM,DURHAM,NC,27708,
51,12/21/2016,12/28/2016,H-1B,12/21/2016,12/21/2019,"AKVELON, INC",,"3120 139TH AVENUE SE, SUITE 100",BELLEVUE,WA,98005,UNITED STATES OF AMERICA,,2069054626,NA,Y,"CHUGH, NAVNEET",CERRITOS,CA,SENIOR SOFTWARE DEVELOPMENT ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,106101,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,120000,0,Year,N,N,,,NA,BELLEVUE,KING,WA,98004-4357,
52,3/21/2017,3/24/2017,H-1B,9/19/2017,9/18/2020,SAKS IT GROUP,,66 PROSPECT STREET,MANCHESTER,NH,3104,UNITED STATES OF AMERICA,,6037825262,NA,N,",",,,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,5,1,0,0,0,0,0,Y,65395,Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,65000,0,Year,N,N,,Y,NA,HARLEM,BLAINE,MT,59526,
53,2/22/2017,2/23/2017,H-1B,8/1/2017,7/31/2020,"VINIMAYA, INC.",,10290 ALLIANCE ROAD,CINCINNATI,OH,45242,UNITED STATES OF AMERICA,,5137925100,NA,Y,"SCHALNAT, ELEANOR",CINCINNATI,OH,IMPLEMENTATION MANAGER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541519,1,1,0,0,0,0,0,Y,28.01,Hour,Level II,Other,2016,OFLC ONLINE DATA CENTER,33.65,0,Hour,N,N,,,NA,10290 ALLIANCE ROAD,HAMILTON,OH,45242,
54,7/5/2017,7/7/2017,H-1B,9/1/2017,6/30/2018,SHOOT THE PUCK FOUNDATION INC,,1300 WALLA WALLA AVENUE,WENATCHEE,WA,98801,,,,NA,,",",,,REFEREE,27-2023,"UMPIRES, REFEREES, AND OTHER SPORTS OFFICIALS",711211,15,15,0,0,0,0,0,Y,30,Hour,,Other,2017,CUSTOM SURVEY,30,0,Hour,Y,N,N,Y,NA,WENATCHEE,CHELAN COUNTY,WA,98801,
55,5/5/2017,5/9/2017,H-1B,5/5/2017,6/7/2018,EPEOPLE TECHNOLOGIES INC,,255 BALDWIN ROAD,PARSIPPANY,NJ,7054,UNITED STATES OF AMERICA,,9732997600,NA,N,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,85805,Year,Level II,Other,2017,OFLC ONLINE DATA CENTER,85000,0,Year,Y,N,Y,Y,NA,PARSIPPANY,MORRIS,NJ,7068,
56,11/25/2016,11/29/2016,H-1B,12/2/2016,6/30/2018,LARSEN & TOUBRO INFOTECH LIMITED,,"2035 LINCOLN HIGHWAY, EDISON SQUARE WEST",EDISON,NJ,8817,UNITED STATES OF AMERICA,,7322486147,NA,Y,"JETHMALANI, ANIL",NEW YORK,NY,COMPUTER SYSTEMS ENGINEER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541512,1,0,0,0,0,0,1,Y,67766,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,67766,0,Year,Y,N,Y,,NA,HARTFORD,CONNECTICUT,CT,6183,
57,1/25/2017,1/31/2017,H-1B,1/27/2017,9/30/2018,U.S. CELLULAR CORPORATION,,8410 W. BRYN MAWR,CHICAGO,IL,60631,UNITED STATES OF AMERICA,,7733997962,NA,Y,"MOMBLANCO, EILEEN",CHICAGO,IL,SOFTWARE TOOLS ENGINEER I,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",517212,1,0,0,0,0,0,1,Y,63600,Year,Level II,Other,2016,2016 TOWERS WATSON CDB GENERAL INDUSTRY MMPS COMPENSATION SURVEY - U.S.,82460.07,0,Year,N,N,,Y,NA,BENSENVILLE,DU PAGE,IL,60106,
58,2/26/2017,2/28/2017,H-1B,8/25/2017,8/24/2020,LV NY REALTY INC,,139 CENTRE STREET PH111,NEW YORK,NY,10013,UNITED STATES OF AMERICA,,2122266871,NA,N,",",,,BUSINESS ANALYST,13-1111,MANAGEMENT ANALYSTS,54161,1,1,0,0,0,0,0,N,27.98,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,28,28,Hour,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10013,
59,7/5/2017,7/7/2017,H-1B,7/15/2017,7/14/2020,IT SPIN INC,,9555 LEBANON RD,FRISCO,TX,75035,,,,NA,,",",,,SOFTWARE DEVELOPER APPLICATIONS,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,1,0,0,0,1,Y,93038,Year,,OES,2017,OFLC ONLINE DATA CENTER,93100,0,Year,Y,N,Y,Y,NA,BOTHELL,SNOHOMISH,WA,98011,
60,3/23/2017,3/30/2017,H-1B,9/15/2017,9/14/2020,"WORLDPAY US, INC.",WORLDPAY,201 17TH STREET,ATLANTA,GA,30363,UNITED STATES OF AMERICA,,6785871096,NA,Y,"HALL, RAAZIA",ATLANTA,GA,SR. NETWORK ENGINEER,15-1142,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,522320,1,1,0,0,0,0,0,Y,71084,Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,70096,71084,Year,N,N,,Y,NA,ATLANTA,FULTON,GA,30363,
61,9/28/2017,9/29/2017,H-1B,10/6/2017,10/5/2020,COLUMBIA UNIVERSITY,,630 WEST 168TH STREET,NEW YORK,NY,10032,,,,NA,,",",,,STAFF ASSOCIATE,19-1042,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",611310,1,1,0,0,0,0,0,Y,60278,Year,,OES,2017,OFLC ONLINE DATA CENTER,60000,0,Year,N,N,,,NA,NEW YORK,NEW YORK,NY,10032,
62,12/7/2016,12/12/2016,E-3 Australian,1/19/2017,1/18/2019,MILLENNIAL BRANDS LLC,,50 W 57TH STREET,NEW YORK,NY,10019,UNITED STATES OF AMERICA,,6468809709,NA,N,",",,,FOOTWEAR DESIGNER,27-1022,FASHION DESIGNERS,541490,1,0,0,1,0,0,0,Y,61131,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,75000,0,Year,,,,,NA,NEW YORK,UNITED STATES OF AMERICA,NY,10019,
63,11/22/2016,11/30/2016,H-1B,4/20/2017,4/20/2019,"STREIT & SU, PLLC",,"11900 N.E. 1ST, SUITE 300",BELLEVUE,WA,98005,UNITED STATES OF AMERICA,,2064577021,NA,N,",",,,ASSOCIATE ATTORNEY,23-1011,LAWYERS,54111,1,1,0,0,0,0,0,Y,35.38,Hour,Level I,Other,2016,OFLC ONLINE DATA CENTER,50000,0,Year,N,N,,Y,NA,BELLEVUE,KING,WA,98005,
64,3/23/2017,3/30/2017,H-1B,3/28/2017,3/27/2020,DELOITTE CONSULTING LLP,,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,,2152462300,NA,Y,"MICHAELS, REBECCA",TORONTO,,SENIOR CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,15,0,0,0,0,0,15,Y,94619,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,,,NA,SAN JOSE,SANTA CLARA,CA,95138,
65,1/6/2017,1/9/2017,H-1B,7/2/2017,7/1/2020,CERNER CORPORATION,,2800 ROCKCREEK PARKWAY,NORTH KANSAS CITY,MO,64117,UNITED STATES OF AMERICA,,8162011024,NA,N,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,0,1,0,0,0,0,Y,66997,Year,Level I,OES,2016,OFLC ONLINE DATA,78000,0,Year,N,N,,Y,NA,NORTH KANSAS CITY,CLAY,MO,64117,
66,3/14/2017,3/16/2017,H-1B,9/11/2017,9/10/2020,"APOGEE MEDICAL GROUP, IOWA, PC",,8117 PRESTON ROAD,DALLAS,TX,75225,UNITED STATES OF AMERICA,,2143689600,NA,N,",",,,HOSPITALIST PHYSICIAN,29-1063,"INTERNISTS, GENERAL",621111,1,0,1,0,0,0,0,Y,187200,Year,Level II,OES,2016,,272913,0,Year,Y,N,Y,Y,NA,OTTUMWA,WAPELLO,IA,52501,
67,8/10/2017,8/14/2017,H-1B,10/1/2017,9/9/2020,"ZHANG AND ASSOCIATES, P.C.",,305 BROADWAY,NEW YORK,NY,10007,,,,NA,,",",,,LAW CLERK,23-1012,JUDICIAL LAW CLERKS,54111,1,0,0,0,0,1,0,Y,22.04,Hour,,OES,2017,OFLC ONLINE DATA CENTER,22,0,Hour,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10007,
68,4/11/2017,4/13/2017,H-1B,8/27/2017,8/26/2020,"PAYPAL, INC.",,2211 NORTH FIRST STREET,SAN JOSE,CA,95131,UNITED STATES OF AMERICA,,4089678955,NA,Y,"TAYLOR, ROBERT",ARLINGTON,VA,SOFTWARE ENGINEER 3,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",522320,1,0,1,0,0,0,0,Y,123030,Year,,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,116850,0,Year,N,N,,,NA,SAN JOSE,SANTA CLARA,CA,95131,
69,6/30/2017,7/5/2017,H-1B,9/1/2017,8/31/2020,UNIVERSITY OF OKLAHOMA,,905 ASP AVE,NORMAN,OK,73019,,,,NA,,",",,,HEALTH CARE PROFESSIONAL II,21-1019,"COUNSELORS, ALL OTHER",611310,1,0,0,0,0,0,0,Y,51168,Year,,Other,2016,OFLC ONLINE DATA CENTER,55000,0,Year,N,N,,Y,NA,NORMAN,CLEVELAND,OK,73019,
70,2/15/2017,2/17/2017,E-3 Australian,3/24/2017,3/23/2019,"ALKEMY X, INC.",,601 WALNUT STREET,PHILADELPHIA,PA,19106,UNITED STATES OF AMERICA,,2158610100,NA,N,",",,,PRODUCTION ASSISTANT/RECEPTIONIST,43-5061,"PRODUCTION, PLANNING, AND EXPEDITING CLERKS",512191,1,0,1,0,0,0,0,Y,15.75,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,15.87,0,Hour,,,,,NA,NEW YORK,NEW YORK CITY,NY,10001,
71,10/27/2016,11/1/2016,H-1B,10/28/2016,10/27/2019,MICHIGAN HOME PHYSICIAN SERVICE PLLC,,"26645 W 12 MILE ROAD, SUITE 109",SOUTHFIELD,MI,48034,UNITED STATES OF AMERICA,,2484547326,NA,Y,"KHAN, SHEEBA",FARMINGTON,MI,NURSE PRACTITIONER,29-1171,NURSE PRACTITIONERS,621340,1,0,0,0,0,1,0,Y,60008,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,60008,0,Year,N,N,,Y,NA,SOUTHFIELD,MICHIGAN,MI,48034,
72,3/3/2017,3/7/2017,H-1B,2/13/2017,2/12/2020,DELOITTE CONSULTING LLP,,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,,2152462307,NA,Y,"MAY, JANICE",TORONTO,,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,15,0,0,0,0,0,15,Y,74443,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,82000,120000,Year,N,N,,,NA,SAN JOSE,SANTA CLARA,CA,95113,
73,2/24/2017,2/28/2017,H-1B,8/24/2017,8/23/2020,TATA CONSULTANCY SERVICES LIMITED,,9201 CORPORATE BOULEVARD,ROCKVILLE,MD,20850,UNITED STATES OF AMERICA,,3012319083,226,N,",",,,ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,5,5,0,0,0,0,0,Y,65645,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,62379,87000,Year,Y,N,Y,,NA,TAMPA,HILLSBOROUGH,FL,33610,
74,4/12/2017,4/17/2017,H-1B,6/16/2017,6/15/2020,"INNER VIEW, INC.",TONYCHI & ASSOCIATES,121 VARICK STREET,NEW YORK,NY,10013,UNITED STATES OF AMERICA,,2128688686,NA,Y,"ROJAS, ALEXANDER",NEW YORK,NY,INTERIOR DESIGNER,27-1025,INTERIOR DESIGNERS,541410,1,0,1,0,0,0,0,Y,39957,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,52000,0,Year,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10013,
75,3/24/2017,3/31/2017,H-1B,9/23/2017,9/23/2020,ADVENT RESOURCES INC.,,235 WEST 7TH STREET,SAN PEDRO,CA,90731,UNITED STATES OF AMERICA,,3102411500,1300,Y,"CRAIG III, JOHN",LOS ANGELES,CA,COMPUTER PROGRAMMER,15-1131,COMPUTER PROGRAMMERS,511210,1,1,0,0,0,0,0,Y,62379,Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,60000,0,Year,N,N,,Y,NA,SAN PEDRO,LOS ANGELES,CA,90731,
76,2/12/2017,2/16/2017,H-1B,8/7/2017,8/6/2020,BON INFORMATION TECHNOLOGY SERVICES LLC,BITS,3829 BOYSENBERRY CT,VIRGINIA BEACH,VA,23456,UNITED STATES OF AMERICA,,7734018188,NA,N,",",,,ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,5415,1,1,0,0,0,0,0,Y,60237,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,63000,77000,Year,N,N,,Y,NA,VIRGINIA BEACH,VIRGINIA,VA,23456,
77,3/12/2017,3/15/2017,H-1B,9/11/2017,9/10/2020,ARDEN CREDITS GROUP LLC,R&D INCENTIVES GROUP,725 S. FIGUEROA STREET,LOS ANGELES,CA,90017,UNITED STATES OF AMERICA,,2138055888,NA,Y,"VALDEZ, JEREMIAH",ALHAMBRA,CA,TAX CREDIT ANALYST/ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,541219,1,1,0,0,0,0,0,Y,47278,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,50000,0,Year,N,N,,Y,NA,LOS ANGELES,CALIFORNIA,CA,90017,
78,12/27/2016,12/30/2016,H-1B,12/28/2016,11/27/2019,ADALISOFT INC,,"1825 W.WALNUT HILL LN, SUITE 120",IRVING,TX,75038,UNITED STATES OF AMERICA,,9723312575,NA,N,",",,,COMPUTER PROGRAMMER,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,0,0,0,0,1,Y,60425.68,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,52000,0,Year,N,N,,N,NA,IRVING,DALLAS,TX,75038,
79,3/12/2017,3/17/2017,H-1B,9/1/2017,9/1/2020,GUARDIAN HEALTH SERVICES LLC,,"483, N SEMORAN BLVD, SUITE 204",WINTER PARK,FL,32792,UNITED STATES OF AMERICA,,4079605457,NA,N,",",,,SOFTWARE DEVELOPER APPLICATIONS,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",621999,1,1,0,0,0,0,0,Y,58968,Year,,Other,2017,OFLC ONLINE DATA CENTER,60000,60000,Year,N,N,,,NA,WINTER PARK,FL,FL,32792,
80,1/9/2017,1/17/2017,H-1B,6/14/2017,6/13/2020,APPLE INC.,,ONE INFINITE LOOP,CUPERTINO,CA,95014,UNITED STATES OF AMERICA,,4089742562,NA,Y,"BAHNAN, NADINE",SAN FRANCISCO,CA,TECHNICAL WRITER,27-3042,TECHNICAL WRITERS,334111,150,150,0,0,0,0,0,Y,73994,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,73944,0,Year,N,N,,,NA,CUPERTINO,SANTA CLARA,CA,95014,
81,2/23/2017,2/27/2017,H-1B,8/20/2017,8/19/2020,APPLE INC.,,ONE INFINITE LOOP,CUPERTINO,CA,95014,UNITED STATES OF AMERICA,,4089742562,NA,Y,"BAHNAN, NADINE",SAN FRANCISCO,CA,LANGUAGE TECHNOLOGIES R&D SCIENTIST / ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",334111,1,1,0,0,0,0,0,Y,163363,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,150000,170000,Year,N,N,,,NA,CUPERTINO,SANTA CLARA,CA,95014,
82,3/22/2017,3/23/2017,H-1B,9/15/2017,9/14/2020,"THE CEDARS BAKERY GROUP, INC.",,4704 L B MCLEOD RD,ORLANDO,FL,32811,UNITED STATES OF AMERICA,,4078022868,NA,Y,"MUBARAK, NAYEF",ORLANDO,FL,CATERING DIRECTOR,13-1121,"MEETING, CONVENTION, AND EVENT PLANNERS",31181,1,1,0,0,0,0,0,Y,48006,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,48000,0,Year,N,N,,Y,NA,ORLANDO,FLORIDA,FL,32811,
83,2/23/2017,2/27/2017,H-1B,3/6/2017,3/6/2020,"ADP TECHNOLOGY SERVICES, INC.",,ONE ADP BOULEVARD,ROSELAND,NJ,7068,UNITED STATES OF AMERICA,,9739745000,NA,Y,"RALSTON, C. WILLIAM",MATAWAN,NJ,TECH & APPS MGMT SPECIALIST III (SR. STORAGE ADMIN.),15-1141,DATABASE ADMINISTRATORS,518210,1,0,0,0,0,1,0,Y,89554,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,89544,126700,Year,N,N,,,NA,ROSELAND,ESSEX,NJ,7068,
84,4/3/2017,4/7/2017,H-1B,6/1/2017,5/31/2020,PAC PROGRAM OF THE BRONX INC,,"35-01 QUEENS BLVD, 2FL",LONG ISLAND CITY,NY,11101,UNITED STATES OF AMERICA,,7183885950,NA,Y,"WONG, XUEJIE",FLUSHING,NY,MENTAL HEALTH COUNSELOR,21-1014,MENTAL HEALTH COUNSELORS,624190,1,1,0,0,0,0,0,Y,45906,Year,Level III,OES,2016,,45906,0,Year,N,N,,Y,NA,BROOKLYN,NEW YORK,NY,11206,
85,3/11/2017,3/15/2017,H-1B,9/10/2017,9/10/2020,"EMBLEMATIC TECH SOLUTIONS, LLC",,"11670 FOUNTAINS DR, SUITE#200",MINNEAPOLIS,MN,55369,UNITED STATES OF AMERICA,,6512040436,NA,N,",",,,BUSINESS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,1,0,0,0,0,0,Y,64501,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,65000,0,Year,N,N,,Y,NA,MINNEAPOLIS,HENNEPIN,MN,55369,
86,1/25/2017,1/27/2017,H-1B,1/26/2017,1/25/2020,DELOITTE & TOUCHE LLP,,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,,2152462300,NA,Y,"MCKEE, ELIZABETH",ATLANTA,GA,AUDIT SENIOR ASSISTANT,13-2011,ACCOUNTANTS AND AUDITORS,54121,15,0,5,5,0,5,0,Y,55515,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,59900,0,Year,N,N,,,NA,BOSTON,SUFFOLK,MA,2116,
87,7/14/2017,7/17/2017,H-1B,9/14/2017,9/14/2020,TELEGUAM HOLDINGS LLC,,624 NORTH MARINE CORPS DRIVE,TAMUNING,GU,96913,,,,NA,,",",,,SYSTEMS ANALYST III,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",517212,1,0,1,0,0,0,0,Y,52749,Year,,OES,2017,OFLC ONLINE DATA CENTER,60000,60000,Year,N,N,,Y,NA,TAMUNING,GUAM,GU,96913,
88,8/22/2017,8/24/2017,H-1B,9/13/2017,9/12/2020,MARQUETTE UNIVERSITY,,1250 W. WISCONSIN AVE.,MILWAUKEE,WI,53233,,,,NA,,",",,,ASSISTANT PROFESSOR - PEDIATRIC DENTISTRY,25-1071,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",611310,1,0,1,0,0,0,0,Y,71333,Year,,Other,2015,ADEA U.S. DENTAL SCHOOL FACULTY SALARY SUMMARY HIGHLIGHTS AND TABLES,97477,0,Year,N,N,,,NA,MILWAUKEE,MILWAUKEE,WI,53233,
89,1/12/2017,1/19/2017,H-1B,1/16/2017,1/15/2020,AVNIL LLC,,12600 DEERFIELD PARKWAY,ALPHARETTA,GA,30004,UNITED STATES OF AMERICA,,6786489644,NA,N,",",,,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,0,0,0,0,0,1,Y,64813,Year,Level I,Other,2017,OFLC ONLINE DATA CENTER,70000,0,Year,Y,N,N,Y,NA,NJ,HUDSON,NJ,7086,
90,3/1/2017,3/8/2017,H-1B,8/1/2017,7/31/2020,"THE UNCIA GROUP, INC",UNICA,5250 ALDERSGATE CIRCLE,MECHANICSBURG,PA,17050,UNITED STATES OF AMERICA,,7174393686,NA,N,",",,,COMPUTER PROGRAMMER,15-1131,COMPUTER PROGRAMMERS,541511,7,7,0,0,0,0,0,Y,64563,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,60500,65000,Year,N,N,,Y,NA,MECHANICSBURG,CUMBERLAND,PA,17050,
91,11/22/2016,11/28/2016,H-1B,5/20/2017,5/19/2020,IBM CORPORATION,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9192544342,NA,N,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,1,0,0,0,0,0,Y,95846,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,77760,114900,Year,N,N,,,NA,AUSTIN,TRAVIS,TX,78758,
92,12/13/2016,12/14/2016,E-3 Australian,1/1/2017,1/1/2019,CORVA AI LLC,,309 W 7TH ST,FORT WORTH,TX,76102,UNITED STATES OF AMERICA,,5125070072,NA,N,",",,,SENIOR R&D ENGINEER,15-1037,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE, R&D",5112,1,1,0,0,0,0,0,Y,56680,Year,Level I,OES,2016,,60000,0,Year,N,N,,,NA,HOUSTON,HARRIS,TX,77024,
93,2/22/2017,2/24/2017,H-1B,8/16/2017,8/15/2020,WIPRO LIMITED,,2 TOWER CENTER BLVD,EAST BRUNSWICK,NJ,8816,UNITED STATES OF AMERICA,,7325091586,NA,N,",",,,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,10,5,0,0,0,0,0,Y,62670,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,62670,0,Year,Y,N,Y,N,NA,FARMINGTONHILLS,OAKLAND,MI,48334,
94,3/7/2017,3/9/2017,H-1B,6/19/2017,6/18/2020,UNITY HEALTH SYSTEM,,1555 LONG POND ROAD,ROCHESTER,NY,14626,UNITED STATES OF AMERICA,,5857237746,NA,N,",",,,MEDICAL RESIDENT PHYSICIAN,29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",622110,1,1,0,0,0,0,0,Y,54107,Year,Level I,Other,2016,AAMC SURVEY,55002,0,Year,N,N,,Y,NA,ROCHESTER,MONROE,NY,14626,
95,6/26/2017,6/30/2017,E-3 Australian,11/30/2017,11/30/2019,MIDDLE EAST INSTITUTE,,1761 N ST,WASHINGTON,DC,20036,UNITED STATES OF AMERICA,,2027851141,NA,N,",",,,SENIOR EDITOR,27-3041,EDITORS,92311,1,0,1,0,0,0,0,Y,66080,Year,,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,,,,,NA,WASHINGTON,DISCTRICT OF COLUMBIA,DC,20036,
96,9/22/2017,9/26/2017,H-1B,9/25/2017,9/24/2020,DELOITTE CONSULTING LLP,,1700 MARKET STREET,PHILADELPHIA,PA,19103,,,,NA,,",",,,SENIOR CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,15,0,1,1,0,1,0,Y,91300,Year,,Other,2017,WILLIS TOWERS WATSON: PROF. (TECHNICAL AND OPERATIONS) COMP. SURVEY,94452,0,Year,N,N,,,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94105,
97,3/13/2017,3/16/2017,H-1B,3/14/2017,3/13/2020,"NTT DATA ENTERPRISE SERVICES, INC.",,100 CITY SQUARE,BOSTON,MA,2129,UNITED STATES OF AMERICA,,6175171682,NA,N,",",,,HUMAN RESOURCE SPECIALIST,13-1071,HUMAN RESOURCES SPECIALISTS,541511,1,0,0,0,0,0,1,Y,67933,Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,67933,90000,Year,N,N,,N,NA,PLANO,COLLIN,TX,75075,
98,9/8/2017,9/11/2017,E-3 Australian,10/1/2017,,JOSHUA TREE MUSIC FESTIVAL,,61070 EL COYOTE LANE,JOSHUA TREE,CA,92252,,,,NA,,",",,,EVENTS AND PROMOTIONS COORDINATOR,11-Nov,ADVERTISING AND PROMOTIONS MANAGERS,71131,1,1,0,0,0,0,0,Y,17.78,Hour,,OES,2017,OFLC ONLINE DATA CENTER,17.78,0,Hour,,,,,NA,JOSHUA TREE,SAN BERNADINO,CA,92252,
